,Location,2019 Population,Town or City,2019 Rental Rates,State,City,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Crime Population,Crime Rate,Urban Population by City Size Categories,Urban Population by City Size Ranges,Rental Rate Categories,Rental Rate Ranges,Crime Rate Categories,Crime Rate Ranges,Walk Score,Bike Score,Walk Score Categories,Walk Score Ranges,Bike Score Categories,Bike Score Ranges,Cost of Living Index,Cost of Living Index Categories,Cost of Living Index Ranges
671,"Orlando, Florida",287442,city,1523,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
672,"Orlando, Florida",287442,city,1434,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
673,"Orlando, Florida",287442,city,1226,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
674,"Orlando, Florida",287442,city,1412,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
675,"Orlando, Florida",287442,city,1437,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
676,"Orlando, Florida",287442,city,1371,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
677,"Orlando, Florida",287442,city,1591,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
678,"Orlando, Florida",287442,city,1351,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
679,"Orlando, Florida",287442,city,1646,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
680,"Orlando, Florida",287442,city,1361,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
681,"Orlando, Florida",287442,city,1368,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
682,"Orlando, Florida",287442,city,1833,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
683,"Orlando, Florida",287442,city,1766,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
684,"Orlando, Florida",287442,city,1563,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
685,"Orlando, Florida",287442,city,1727,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
686,"Orlando, Florida",287442,city,1964,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
687,"Orlando, Florida",287442,city,1606,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
688,"Orlando, Florida",287442,city,1357,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
689,"Orlando, Florida",287442,city,1615,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
690,"Orlando, Florida",287442,city,1661,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
691,"Orlando, Florida",287442,city,1555,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
692,"Orlando, Florida",287442,city,1517,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
693,"Orlando, Florida",287442,city,1291,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
694,"Orlando, Florida",287442,city,2345,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
695,"Orlando, Florida",287442,city,1408,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
696,"Orlando, Florida",287442,city,1561,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
697,"Orlando, Florida",287442,city,1780,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
698,"Orlando, Florida",287442,city,1556,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
699,"Orlando, Florida",287442,city,1658,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
700,"Orlando, Florida",287442,city,1363,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
701,"Orlando, Florida",287442,city,1753,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
702,"Orlando, Florida",287442,city,1582,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
703,"Orlando, Florida",287442,city,1649,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
704,"Orlando, Florida",287442,city,1970,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
705,"Orlando, Florida",287442,city,1917,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
706,"Orlando, Florida",287442,city,1614,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
707,"Orlando, Florida",287442,city,2034,Florida,Orlando,2157,25,204,536,1392,14100,1464,11362,1274,15,292120,11316.71780741854,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",41,60,Higher Walk Score,38.0-48.0,Highest Bike Scores,52.0-96.0,102.9,Higher Cost of Living Index,96.18-103.74
708,"Port St. Lucie, Florida",201846,city,1669,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
709,"Port St. Lucie, Florida",201846,city,1645,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
710,"Port St. Lucie, Florida",201846,city,1439,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
711,"Port St. Lucie, Florida",201846,city,1559,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
712,"Port St. Lucie, Florida",201846,city,2236,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
713,"Port St. Lucie, Florida",201846,city,2158,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
714,"Port St. Lucie, Florida",201846,city,1690,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
715,"Port St. Lucie, Florida",201846,city,1558,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
716,"Port St. Lucie, Florida",201846,city,1620,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
717,"Port St. Lucie, Florida",201846,city,1946,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
718,"Port St. Lucie, Florida",201846,city,1641,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
719,"Port St. Lucie, Florida",201846,city,2045,Florida,Port St. Lucie,293,7,43,47,196,1696,177,1438,81,4,199433,1972.7911377981234,Medium-size Urban Area,"200,000-500,000",Highest Rent,"$1891.50-6,373",Lowest Crime,"1,972.79-5,831.013",13,37,Lowest Walk Score,1.999-23.0,Lower Bike Scores,34.0-41.0,103.0,Higher Cost of Living Index,96.18-103.74
720,"Tampa, Florida",399700,city,1634,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
721,"Tampa, Florida",399700,city,1505,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
722,"Tampa, Florida",399700,city,1521,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
723,"Tampa, Florida",399700,city,1136,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
724,"Tampa, Florida",399700,city,1595,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
725,"Tampa, Florida",399700,city,1086,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
726,"Tampa, Florida",399700,city,1580,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
727,"Tampa, Florida",399700,city,1475,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
728,"Tampa, Florida",399700,city,1235,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
729,"Tampa, Florida",399700,city,1153,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
730,"Tampa, Florida",399700,city,1425,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
731,"Tampa, Florida",399700,city,1276,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
732,"Tampa, Florida",399700,city,1526,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
733,"Tampa, Florida",399700,city,1250,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
734,"Tampa, Florida",399700,city,1802,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
735,"Tampa, Florida",399700,city,1504,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
736,"Tampa, Florida",399700,city,1147,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
737,"Tampa, Florida",399700,city,1265,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
738,"Tampa, Florida",399700,city,1096,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Low Rent,"$581.99-1,294.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
739,"Tampa, Florida",399700,city,1529,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
740,"Tampa, Florida",399700,city,1428,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
741,"Tampa, Florida",399700,city,1423,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Average Rent,"$1,294.50-1,549",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
742,"Tampa, Florida",399700,city,1565,Florida,Tampa,1622,31,120,285,1186,6523,1022,4978,523,38,400501,4085.0637978483865,Medium-size Urban Area,"200,000-500,000",Higher Rent,"$1,549-1,891.50",Lowest Crime,"1,972.79-5,831.013",49,57,Highest Walk Score,48.0-96.0,Highest Bike Scores,52.0-96.0,102.6,Higher Cost of Living Index,96.18-103.74
